PlayerID,PlayerName,birthDate,birthPlace,draft_pick,draft_round,draft_year,college,height,weight,shoots,position
705,Isaiah Rider,"March 12, 1971",USA,5th overall,1st round,1993,"University of Nevada, Las Vegas",6-5,215lb,Right,Shooting Guard
706,Isaiah Taylor,"July 11, 1994",USA,,,,University of Texas at Austin,6-3,170lb,Right,Point Guard
707,Isaiah Thomas,"February 7, 1989",USA,60th overall,2nd round,2011,University of Washington,5-9,185lb,Left,Point Guard and Shooting Guard
708,Isaiah Whitehead,"March 8, 1995",USA,42nd overall,2nd round,2016,Seton Hall University,6-4,213lb,Right,Point Guard
709,Ish Smith,"July 5, 1988",USA,,,,Wake Forest University,6-0,175lb,Right,Point Guard
710,Ivan Johnson,"April 10, 1984",USA,,,,"University of Oregon, California State University, San Bernardino",6-8,230lb,Right,Power Forward
711,Ivan McFarlin,"April 26, 1982",USA,,,,Oklahoma State University,6-8,240lb,Right,Power Forward
712,Ivan Rabb,"February 4, 1997",USA,35th overall,2nd round,2017,University of California,6-10,220lb,Right,Power Forward
713,Ivano Newbill,"December 12, 1970",USA,,,,Georgia Institute of Technology,6-9,245lb,Right,Small Forward and Power Forward
714,Ivica Zubac,"March 18, 1997",Bosnia and Herzegovina,32nd overall,2nd round,2016,,7-1,240lb,Right,Center
715,J.J. Barea,"June 26, 1984",Puerto Rico,,,,Northeastern University,6-0,185lb,Right,Point Guard and Shooting Guard
716,J.R. Bremer,"September 19, 1980",USA,,,,St. Bonaventure University,6-2,185lb,Left,Point Guard
717,J.R. Giddens,"February 13, 1985",USA,30th overall,1st round,2008,"University of Kansas, University of New Mexico",6-5,215lb,Right,Small Forward
718,J.R. Henderson,"October 30, 1976",USA,56th overall,2nd round,1998,"University of California, Los Angeles",6-8,226lb,Right,Small Forward
719,J.R. Reid,"March 31, 1968",USA,5th overall,1st round,1989,University of North Carolina,6-9,247lb,Right,Power Forward and Center
720,JaJuan Johnson,"February 8, 1989",USA,27th overall,1st round,2011,Purdue University,6-10,221lb,Right,Power Forward
721,JaMychal Green,"June 21, 1990",USA,,,,University of Alabama,6-9,227lb,Right,Power Forward
722,JaVale McGee,"January 19, 1988",USA,18th overall,1st round,2008,"University of Nevada, Reno",7-0,270lb,Right,Center
723,Jabari Brown,"December 18, 1992",USA,,,,"University of Oregon, University of Missouri",6-4,215lb,Right,Shooting Guard
724,Jabari Parker,"March 15, 1995",USA,2nd overall,1st round,2014,Duke University,6-8,245lb,Right,Power Forward
725,Jabari Smith,"February 12, 1977",USA,45th overall,2nd round,2000,Louisiana State University,6-11,250lb,Right,Center and Power Forward
726,Jack Haley,"January 27, 1964",USA,79th overall,4th round,1987,"University of California, Los Angeles",6-10,240lb,Right,Power Forward and Center
727,Jackie Butler,"March 10, 1985",USA,,,,,6-10,250lb,Right,Center
728,Jackson Vroman,"June 6, 1981",USA,31st overall,2nd round,2004,Iowa State University,6-10,220lb,Right,Center and Power Forward
729,Jacque Vaughn,"February 11, 1975",USA,27th overall,1st round,1997,University of Kansas,6-1,190lb,Right,Shooting Guard and Point Guard
730,Jae Crowder,"July 6, 1990",USA,34th overall,2nd round,2012,Marquette University,6-6,235lb,Right,Small Forward
731,Jahidi White,"February 19, 1976",USA,43rd overall,2nd round,1998,Georgetown University,6-9,290lb,Right,Power Forward and Center
732,Jahlil Okafor,"December 15, 1995",USA,3rd overall,1st round,2015,Duke University,6-11,275lb,Right,Center
733,Jake Layman,"March 7, 1994",USA,47th overall,2nd round,2016,University of Maryland,6-9,215lb,Right,Small Forward
734,Jake Tsakalidis,"June 10, 1979",USA,25th overall,1st round,2000,,7-2,285lb,Right,Center
735,Jake Voskuhl,"November 1, 1977",USA,33rd overall,2nd round,2000,University of Connecticut,6-11,245lb,Right,Center
736,Jakob Poeltl,"October 15, 1995",Austria,9th overall,1st round,2016,University of Utah,7-0,230lb,Right,Center
737,Jalen Rose,"January 30, 1973",USA,13th overall,1st round,1994,University of Michigan,6-8,210lb,Left,Shooting Guard and Small Forward and Point Guard
738,Jamaal Franklin,"July 21, 1991",USA,41st overall,2nd round,2013,San Diego State University,6-5,191lb,Right,Shooting Guard
739,Jamaal Magloire,"May 21, 1978",Canada,19th overall,1st round,2000,University of Kentucky,6-11,259lb,Right,Center
740,Jamaal Tinsley,"February 28, 1978",USA,27th overall,1st round,2001,Iowa State University,6-3,195lb,Right,Point Guard
741,Jamal Crawford,"March 20, 1980",USA,8th overall,1st round,2000,University of Michigan,6-5,185lb,Right,Shooting Guard and Point Guard
742,Jamal Mashburn,"November 29, 1972",USA,4th overall,1st round,1993,University of Kentucky,6-8,240lb,Right,Small Forward
743,Jamal Murray,"February 23, 1997",Canada,7th overall,1st round,2016,University of Kentucky,6-4,207lb,Right,Shooting Guard and Point Guard
744,Jamal Robinson,"December 27, 1973",USA,,,,University of Virginia,6-7,212lb,Right,Small Forward
745,Jamal Sampson,"May 15, 1983",USA,47th overall,2nd round,2002,University of California,6-11,235lb,Right,Center and Power Forward
746,Jamario Moon,"June 13, 1980",USA,,,,Meridian Community College,6-8,205lb,Right,Small Forward
747,Jameel Warney,"January 31, 1994",USA,,,,Stony Brook University,6-8,260lb,Right,Power Forward
748,Jameer Nelson,"February 9, 1982",USA,20th overall,1st round,2004,Saint Joseph's University,6-0,190lb,Right,Point Guard
749,James Anderson,"March 25, 1989",USA,20th overall,1st round,2010,Oklahoma State University,6-6,213lb,Right,Small Forward and Shooting Guard
750,James Augustine,"February 27, 1984",USA,41st overall,2nd round,2006,University of Illinois at Urbana-Champaign,6-10,235lb,Left,Power Forward
751,James Collins,"November 5, 1973",USA,36th overall,2nd round,1997,Florida State University,6-4,196lb,Right,Shooting Guard
752,James Cotton,"December 14, 1975",USA,32nd overall,2nd round,1997,"California State University, Long Beach",6-5,220lb,Left,Shooting Guard
753,James Harden,"August 26, 1989",USA,3rd overall,1st round,2009,Arizona State University,6-5,220lb,Left,Shooting Guard and Point Guard
754,James Johnson,"February 20, 1987",USA,16th overall,1st round,2009,Wake Forest University,6-8,240lb,Right,Power Forward and Small Forward
755,James Jones,"October 4, 1980",USA,49th overall,2nd round,2003,University of Miami,6-8,218lb,Right,Shooting Guard and Small Forward
756,James Lang,"October 17, 1983",USA,48th overall,2nd round,2003,,6-10,285lb,Right,Center
757,James Posey,"January 13, 1977",USA,18th overall,1st round,1999,Xavier University,6-8,215lb,Right,Power Forward and Shooting Guard and Small Forward
758,James Robinson,"August 31, 1970",USA,21st overall,1st round,1993,University of Alabama,6-2,180lb,Right,Point Guard
759,James Scott,"June 6, 1972",USA,,,,St. John's University,6-6,180lb,Right,Small Forward
760,James Singleton,"July 20, 1981",USA,,,,Murray State University,6-8,216lb,Right,Power Forward and Small Forward
761,James Thomas,"November 22, 1980",USA,,,,University of Texas at Austin,6-8,235lb,Right,Power Forward
762,James White,"October 21, 1982",District of Columbia,31st overall,2nd round,2006,"University of Florida, University of Cincinnati",6-7,200lb,Right,Small Forward and Shooting Guard
763,JamesOn Curry,"January 7, 1986",USA,51st overall,2nd round,2007,Oklahoma State University,6-3,190lb,Right,Point Guard
764,Jamie Feick,"July 3, 1974",USA,48th overall,2nd round,1996,Michigan State University,6-9,255lb,Right,Power Forward and Center
765,Jamie Watson,"February 23, 1972",USA,47th overall,2nd round,1994,University of South Carolina,6-7,190lb,Right,Small Forward
766,Jamison Brewer,"November 19, 1980",USA,41st overall,2nd round,2001,Auburn University,6-4,184lb,Right,Shooting Guard and Point Guard
767,Jan Vesely,"April 24, 1990",Czech Republic,6th overall,1st round,2011,,6-11,240lb,Right,Power Forward
768,Jannero Pargo,"October 22, 1979",USA,,,,University of Arkansas,6-1,175lb,Right,Shooting Guard and Point Guard
769,Jared Cunningham,"May 22, 1991",USA,24th overall,1st round,2012,Oregon State University,6-4,195lb,Right,Shooting Guard
770,Jared Dudley,"July 10, 1985",USA,22nd overall,1st round,2007,Boston College,6-7,237lb,Right,Small Forward and Power Forward and Shooting Guard
771,Jared Jeffries,"November 25, 1981",USA,11th overall,1st round,2002,Indiana University,6-11,230lb,Right,Small Forward and Power Forward
772,Jared Reiner,"April 8, 1982",USA,,,,University of Iowa,6-11,255lb,Right,Center
773,Jared Sullinger,"March 4, 1992",USA,21st overall,1st round,2012,Ohio State University,6-9,260lb,Right,Power Forward
774,Jarell Eddie,"October 30, 1991",USA,,,,Virginia Polytechnic Institute and State University,6-7,218lb,Right,Small Forward
775,Jarell Martin,"May 24, 1994",USA,25th overall,1st round,2015,Louisiana State University,6-10,239lb,Right,Power Forward
776,Jaren Jackson,"October 27, 1967",USA,,,,Georgetown University,6-4,190lb,Right,Shooting Guard
777,Jarnell Stokes,"January 7, 1994",USA,35th overall,2nd round,2014,University of Tennessee,6-9,263lb,Right,Center and Power Forward
778,Jarrett Allen,"April 21, 1998",USA,22nd overall,1st round,2017,University of Texas at Austin,6-11,237lb,Right,Center
779,Jarrett Jack,"October 28, 1983",USA,22nd overall,1st round,2005,Georgia Institute of Technology,6-3,200lb,Right,Shooting Guard and Point Guard
780,Jarrod Uthoff,"May 19, 1993",USA,,,,University of Iowa,6-9,221lb,Right,Power Forward
781,Jarron Collins,"December 2, 1978",USA,53rd overall,2nd round,2001,Stanford University,6-11,255lb,Right,Center
782,Jarvis Hayes,"August 9, 1981",USA,10th overall,1st round,2003,"Western Carolina University, University of Georgia",6-7,220lb,Right,Shooting Guard and Small Forward
783,Jarvis Varnado,"March 1, 1988",USA,41st overall,2nd round,2010,Mississippi State University,6-9,230lb,Right,Power Forward
784,Jason Caffey,"June 12, 1973",USA,20th overall,1st round,1995,University of Alabama,6-8,255lb,Right,Power Forward
785,Jason Collier,"September 8, 1977",USA,15th overall,1st round,2000,"Indiana University, Georgia Institute of Technology",7-0,260lb,Left,Center
786,Jason Collins,"December 2, 1978",USA,18th overall,1st round,2001,Stanford University,7-0,255lb,Right,Power Forward and Center
787,Jason Hart,"April 29, 1978",USA,49th overall,2nd round,2000,Syracuse University,6-3,185lb,Right,Point Guard
788,Jason Kapono,"February 4, 1981",USA,31st overall,2nd round,2003,"University of California, Los Angeles",6-8,213lb,Right,Small Forward and Shooting Guard
789,Jason Kidd,"March 23, 1973",USA,2nd overall,1st round,1994,University of California,6-4,205lb,Right,Shooting Guard and Point Guard
790,Jason Lawson,"September 2, 1974",USA,41st overall,2nd round,1997,Villanova University,6-11,240lb,Right,Center
791,Jason Maxiell,"February 18, 1983",USA,26th overall,1st round,2005,University of Cincinnati,6-7,260lb,Right,Center and Power Forward
792,Jason Miskiri,"August 19, 1975",Guyana,,,,George Mason University,6-2,175lb,Right,Point Guard
793,Jason Richardson,"January 20, 1981",USA,5th overall,1st round,2001,Michigan State University,6-6,220lb,Right,Small Forward and Shooting Guard
794,Jason Smith,"March 2, 1986",USA,20th overall,1st round,2007,Colorado State University,7-0,240lb,Right,Center and Power Forward
795,Jason Terry,"September 15, 1977",USA,10th overall,1st round,1999,University of Arizona,6-2,185lb,Right,Point Guard and Shooting Guard
796,Jason Thompson,"July 21, 1986",USA,12th overall,1st round,2008,Rider University,6-11,250lb,Right,Power Forward and Center
797,Jason Williams,"November 18, 1975",USA,7th overall,1st round,1998,"Marshall University, University of Florida",6-1,190lb,Right,Point Guard
798,Javaris Crittenton,"December 31, 1987",USA,19th overall,1st round,2007,Georgia Institute of Technology,6-5,200lb,Right,Shooting Guard and Point Guard
799,Jawad Williams,"February 19, 1983",USA,,,,University of North Carolina,6-9,218lb,Right,Point Guard and Small Forward
800,Jawun Evans,"July 26, 1996",USA,39th overall,2nd round,2017,Oklahoma State University,6-0,185lb,Right,Point Guard
801,Jay Williams,"September 10, 1981",USA,2nd overall,1st round,2002,Duke University,6-2,195lb,Right,Point Guard
802,Jaylen Brown,"October 24, 1996",USA,3rd overall,1st round,2016,University of California,6-7,220lb,Right,Small Forward and Shooting Guard
803,Jaylen Morris,"September 19, 1995",USA,,,,Molloy,6-5,185lb,Right,Shooting Guard
804,Jayson Tatum,"March 3, 1998",USA,3rd overall,1st round,2017,Duke University,6-8,208lb,Right,Small Forward
805,Jayson Williams,"February 22, 1968",USA,21st overall,1st round,1990,St. John's University,6-9,240lb,Right,Power Forward and Center
806,Jeff Adrien,"February 10, 1986",USA,,,,University of Connecticut,6-7,245lb,Right,Power Forward
807,Jeff Ayres,"April 29, 1987",USA,31st overall,2nd round,2009,Arizona State University,6-9,240lb,Right,Center and Power Forward
808,Jeff Foote,"July 14, 1987",USA,,,,Cornell University,7-0,265lb,Right,Center
809,Jeff Foster,"January 16, 1977",USA,21st overall,1st round,1999,Texas State University,6-11,236lb,Right,Center
810,Jeff Green,"August 28, 1986",USA,5th overall,1st round,2007,Georgetown University,6-9,235lb,Right,Small Forward and Power Forward
811,Jeff Hornacek,"May 3, 1963",USA,46th overall,2nd round,1986,Iowa State University,6-3,190lb,Right,Point Guard and Shooting Guard
812,Jeff McInnis,"October 22, 1974",USA,37th overall,2nd round,1996,University of North Carolina,6-4,190lb,Right,Point Guard and Shooting Guard
813,Jeff Nordgaard,"February 23, 1973",USA,53rd overall,2nd round,1996,University of Wisconsin-Green Bay,6-7,225lb,Right,Power Forward
814,Jeff Sheppard,"September 29, 1974",USA,,,,University of Kentucky,6-3,190lb,Right,Shooting Guard
815,Jeff Teague,"June 10, 1988",USA,19th overall,1st round,2009,Wake Forest University,6-2,195lb,Right,Point Guard
816,Jeff Trepagnier,"July 11, 1979",USA,36th overall,2nd round,2001,University of Southern California,6-4,200lb,Left,Shooting Guard
817,Jeff Withey,"March 7, 1990",USA,39th overall,2nd round,2013,University of Kansas,7-0,231lb,Right,Center
818,Jelani McCoy,"December 6, 1977",USA,33rd overall,2nd round,1998,"University of California, Los Angeles",6-10,245lb,Right,Center
819,Jerald Honeycutt,"October 20, 1974",USA,38th overall,2nd round,1997,Tulane University,6-9,245lb,Right,Power Forward
820,Jerami Grant,"March 12, 1994",USA,39th overall,2nd round,2014,Syracuse University,6-9,220lb,Right,Small Forward and Power Forward
821,Jerel McNeal,"June 1, 1987",USA,,,,Marquette University,6-3,200lb,Right,Point Guard
822,Jeremy Evans,"October 24, 1987",USA,55th overall,2nd round,2010,Western Kentucky University,6-9,200lb,Right,Power Forward and Small Forward
823,Jeremy Lamb,"May 30, 1992",USA,12th overall,1st round,2012,University of Connecticut,6-5,185lb,Right,Small Forward and Shooting Guard
824,Jeremy Lin,"August 23, 1988",USA,,,,Harvard University,6-3,200lb,Right,Shooting Guard and Point Guard
825,Jeremy Pargo,"March 17, 1986",USA,,,,Gonzaga University,6-2,219lb,Right,Point Guard and Shooting Guard
826,Jeremy Richardson,"February 11, 1984",USA,,,,Delta State University,6-6,185lb,Right,Shooting Guard and Small Forward
827,Jeremy Tyler,"June 21, 1991",USA,39th overall,2nd round,2011,,6-10,260lb,Right,Center
828,Jerian Grant,"October 9, 1992",USA,19th overall,1st round,2015,University of Notre Dame,6-4,205lb,Right,Point Guard
829,Jermaine Jackson,"June 7, 1976",USA,,,,University of Detroit Mercy,6-4,204lb,Right,Point Guard and Shooting Guard
830,Jermaine O'Neal,"October 13, 1978",USA,17th overall,1st round,1996,,6-11,226lb,Right,Power Forward and Center
831,Jermaine Taylor,"December 8, 1986",USA,32nd overall,2nd round,2009,University of Central Florida,6-4,210lb,Right,Shooting Guard
832,Jermareo Davidson,"November 15, 1984",USA,36th overall,2nd round,2007,University of Alabama,6-10,230lb,Right,Small Forward
833,Jerome Allen,"January 28, 1973",USA,49th overall,2nd round,1995,University of Pennsylvania,6-4,184lb,Right,Shooting Guard
834,Jerome Beasley,"May 17, 1980",USA,33rd overall,2nd round,2003,"Midland College, University of North Dakota",6-10,237lb,Right,Power Forward
835,Jerome James,"November 17, 1975",USA,36th overall,2nd round,1998,Florida Agricultural and Mechanical University,7-0,300lb,Right,Center
836,Jerome Jordan,"September 29, 1986",Jamaica,44th overall,2nd round,2010,University of Tulsa,7-0,253lb,Right,Center
837,Jerome Kersey,"June 26, 1962",USA,46th overall,2nd round,1984,Longwood University,6-7,215lb,Right,Small Forward
